0,-1,-1,1,0,-1,0,1,1,0.0,0.0
0,0,0,-1,1,1,0,0,0,0.0666666666667,0.0
-1,1,1,-1,0,0,-1,1,0,1.0,0.0
1,-1,0,1,-1,1,-1,-1,1,0.0,0.0
0,0,-1,0,1,1,1,-1,0,0.0,0.0
1,1,-1,-1,0,1,-1,1,0,0.0,0.0
0,0,1,0,0,-1,0,-1,1,0.0,0.0
-1,1,-1,1,0,0,0,0,1,0.0,0.0
0,0,0,-1,-1,1,0,1,1,0.0,0.0
1,0,0,-1,-1,1,0,1,0,0.0,0.0
-1,1,-1,1,0,-1,0,1,1,0.0,0.0
0,-1,1,-1,-1,1,0,1,0,0.0,0.0
0,-1,-1,1,1,1,1,0,-1,0.0,0.0
1,-1,-1,0,-1,1,1,1,0,0.0,0.0
1,-1,1,0,0,0,0,-1,1,0.25,0.0
0,0,-1,1,0,0,1,0,0,0.116666666667,0.166666666667
0,0,1,1,1,-1,-1,1,-1,0.0,0.0
1,-1,1,1,-1,-1,-1,0,1,0.0,0.0
0,-1,0,1,-1,1,0,-1,1,1.0,0.0
1,0,0,0,0,-1,1,0,-1,0.15,0.2
1,0,1,-1,-1,1,1,-1,-1,0.0,0.0
0,1,0,-1,-1,1,0,0,0,0.0,0.0
0,1,1,-1,1,-1,-1,1,0,0.0,0.0
1,0,0,-1,-1,0,1,-1,1,0.0,0.0
0,1,1,1,1,-1,-1,-1,-1,0.0,0.0
1,-1,1,1,1,-1,0,-1,-1,0.0,0.0
0,-1,0,0,0,0,0,1,1,0.05,0.166666666667
0,1,1,-1,-1,0,1,0,0,0.25,0.0
0,1,0,-1,-1,1,1,0,0,0.0,0.0
0,1,-1,0,0,1,-1,0,1,0.25,0.0
0,-1,1,0,-1,0,0,1,1,0.0,0.0
-1,1,0,1,1,-1,-1,-1,1,0.0,0.0
-1,1,0,-1,0,0,0,0,1,0.2,0.0
-1,0,1,-1,-1,1,0,1,0,0.0,0.0
1,-1,0,0,-1,0,1,0,1,0.25,0.0
0,-1,-1,1,1,0,1,0,-1,0.0,0.0
0,0,-1,1,0,-1,1,-1,1,0.0,0.0
0,-1,1,0,-1,1,0,0,1,0.0,1.0
0,0,-1,1,1,-1,1,-1,0,0.0,0.0
-1,0,-1,0,1,1,0,1,0,0.25,0.0
-1,-1,1,-1,1,-1,0,1,1,0.0,0.0
1,0,1,0,-1,1,-1,0,-1,0.0,0.0
-1,-1,1,0,0,0,0,0,1,0.0,0.2
1,1,1,-1,1,-1,0,-1,0,0.0,0.0
0,0,1,0,0,-1,1,-1,0,0.0,0.2
1,0,-1,1,1,0,-1,0,-1,0.0,0.0
1,-1,1,0,-1,0,1,0,-1,0.0,0.0
-1,0,1,0,0,1,0,-1,0,0.0,0.2
-1,1,0,-1,0,1,-1,0,1,1.0,0.0
1,0,1,1,-1,-1,-1,0,1,0.0,0.0
1,0,0,0,-1,0,1,0,-1,0.0,0.2
-1,1,1,-1,0,-1,0,0,1,0.0,0.0
1,-1,0,1,1,-1,0,-1,1,0.0,0.0
-1,-1,0,-1,0,1,1,0,1,0.0,0.0
-1,0,0,1,-1,0,0,1,1,0.0,0.0
1,0,-1,0,-1,0,1,1,-1,0.0,0.0
-1,0,1,-1,0,1,1,-1,0,0.0,0.0
0,-1,0,1,-1,0,0,0,1,0.2,0.0
-1,1,-1,-1,0,1,1,1,0,0.0,0.0
0,0,1,1,-1,-1,0,1,0,0.0,0.0
0,0,1,0,1,0,-1,0,-1,0.2,0.0
0,0,1,-1,1,0,-1,1,0,0.25,0.0
1,-1,-1,0,0,1,0,1,0,0.0,0.0
1,1,0,-1,-1,0,0,0,1,0.25,0.0
-1,0,0,1,0,1,-1,0,0,0.0,0.2
-1,0,0,-1,1,0,0,1,0,0.15,0.2
0,0,-1,1,0,1,0,0,0,0.116666666667,0.166666666667
-1,1,1,-1,0,1,0,-1,0,0.0,0.0
1,1,0,0,1,0,-1,-1,0,0.25,0.0
-1,-1,0,1,0,-1,1,0,1,0.0,0.0
-1,-1,1,1,1,0,0,0,0,0.0,0.0
0,-1,1,-1,1,0,-1,1,1,0.0,0.0
1,0,1,0,0,0,0,-1,-1,0.15,0.2
-1,0,-1,1,1,0,0,0,1,0.25,0.0
-1,0,1,-1,-1,0,1,0,1,0.0,0.0
1,-1,0,0,0,0,0,1,-1,0.0,0.0
-1,1,1,1,0,-1,1,0,-1,0.0,0.0
-1,1,1,-1,1,0,-1,1,-1,0.0,0.0
-1,0,-1,0,1,-1,1,0,1,0.0,0.0
-1,1,-1,1,1,-1,-1,1,1,0.0,0.0
0,-1,1,1,-1,-1,1,-1,1,0.0,0.0
1,1,-1,1,1,0,-1,-1,-1,0.0,0.0
1,-1,1,0,-1,0,0,0,1,0.25,0.0
-1,1,-1,1,0,1,0,1,-1,0.0,0.0
1,1,-1,-1,0,1,1,-1,-1,0.0,0.0
1,-1,-1,0,-1,1,1,0,1,0.0,0.0
-1,1,0,1,-1,0,1,0,0,0.25,0.0
0,1,0,-1,-1,1,-1,1,1,0.0,0.0
-1,0,-1,0,0,1,1,-1,1,0.0,0.0
-1,-1,-1,1,-1,1,1,1,1,0.0,0.0
0,-1,1,0,1,1,0,-1,0,0.0,0.0
1,1,0,0,-1,0,0,-1,1,0.0,0.0
1,-1,-1,0,1,0,1,-1,1,0.0,0.0
0,-1,0,0,1,1,-1,-1,1,0.0,0.0
0,1,-1,1,-1,-1,-1,1,1,0.0,0.0
0,0,0,1,-1,0,1,0,-1,0.2,0.2
-1,0,1,0,0,0,-1,0,1,0.15,0.2
1,0,0,0,1,-1,1,-1,0,0.0,0.0
1,0,0,-1,0,1,0,0,-1,0.0,0.0
0,0,1,-1,0,0,-1,0,1,0.15,0.2
1,-1,1,-1,0,-1,1,0,1,0.0,0.0
-1,-1,0,0,1,-1,1,0,1,0.0,0.0
0,0,1,1,0,1,-1,0,-1,0.25,0.0
-1,0,1,0,1,0,0,0,-1,0.0,0.2
0,-1,1,1,1,-1,0,-1,1,0.0,0.0
1,0,0,0,-1,1,1,-1,0,0.25,0.0
1,1,-1,-1,-1,1,0,1,-1,0.0,0.0
1,-1,0,1,-1,-1,1,1,-1,0.0,0.0
1,0,1,-1,-1,1,-1,0,0,0.0,0.0
0,1,0,1,-1,-1,-1,1,0,0.0,0.0
-1,-1,0,-1,1,1,1,0,1,0.0,0.0
0,1,-1,0,-1,1,0,0,0,0.2,0.0
1,1,1,-1,-1,1,-1,-1,0,0.0,0.0
1,1,-1,-1,-1,0,1,1,0,0.0,0.0
0,-1,1,1,1,-1,-1,1,-1,0.0,0.0
1,-1,1,1,-1,-1,0,0,0,0.0,0.0
0,-1,1,1,0,1,1,-1,-1,0.0,0.0
0,1,-1,-1,1,0,0,-1,1,0.0,0.0
0,0,1,0,0,-1,1,1,-1,0.0,0.0
1,-1,-1,1,1,1,1,-1,-1,0.0,0.0
-1,-1,0,0,1,1,1,0,-1,0.0,0.0
1,-1,1,-1,1,-1,-1,1,0,0.0,0.0
-1,-1,1,1,0,0,0,0,0,0.0,0.0
1,0,-1,0,-1,1,1,1,-1,0.0,0.0
0,1,0,-1,0,0,0,1,0,0.116666666667,0.166666666667
0,-1,1,1,0,1,0,-1,-1,0.0,0.0
0,0,0,-1,0,0,1,-1,1,0.0,0.0
0,1,-1,1,1,-1,-1,1,0,0.0,0.0
0,-1,1,1,1,-1,0,0,0,0.0,0.0
1,-1,1,0,-1,-1,1,1,0,0.0,0.0
